State,LGA,LGA_Name,Medication_Type,FY24,FY23,FY22,FY21, ERP , FY24 All , FY23 All , FY22 All , FY21 All , FY24 change ,FY23 Change,FY22 Change, SA2_Code ,SA2_Name,SA3_Code,SA3_Name,SA4_name,GCCSA_NAME_2021
QLD,32270,Central Highlands (Q,Nervous system,2.18,2.1,2.14,2.15,"28,530","62,195","59,913","61,054","61,340","2,282","1,141",285,30801119001,Central Highlands - East,30801,Central Highlands (Qld),Central Queensland,Rest of Qld
NSW,16400,Port Stephens,Blood and blood forming organs,0.81,0.81,0.78,0.73,"76,672","62,104","62,104","59,804","55,971",0,"2,300","3,834",10603111901,Anna Bay,10603,Port Stephens,Hunter Valley exc Newcastle,Rest of NSW
VIC,26980,Whitehorse,Musculo-skeletal system,0.36,0.37,0.37,0.36,"172,466","62,088","63,812","63,812","62,088","1,725",0,"1,725",20703116101,Blackburn,20703,Whitehorse - West,Melbourne - Inner East,Greater Melbourne
VIC,22670,Greater Dandenong,Musculo-skeletal system,0.39,0.39,0.37,0.4,"159,151","62,069","62,069","58,886","63,660",0,"3,183","4,775",21204131201,Dandenong North,21204,Dandenong,Melbourne - South East,Greater Melbourne
NSW,14870,Lithgow,Alimentary tract and metabolism,2.98,2.93,2.81,2.67,"20,813","62,023","60,982","58,485","55,571","1,041","2,498","2,914",10303107001,Lithgow,10303,Lithgow - Mudgee,Central West,Rest of NSW
VIC,21010,Benalla,Nervous system,4.29,4.21,4.19,4.01,"14,457","62,021","60,864","60,575","57,973","1,157",289,"2,602",20402106301,Benalla,20402,Wangaratta - Benalla,Hume,Rest of Vic.
NSW,13450,Griffith,Alimentary tract and metabolism,2.29,2.24,2.21,2.15,"27,014","61,862","60,511","59,701","58,080","1,351",810,"1,621",11301125601,Griffith (NSW),11301,Griffith - Murrumbidgee (West),Riverina,Rest of NSW
VIC,21180,Brimbank,Dermatologicals,0.32,0.32,0.32,0.33,"193,256","61,842","61,842","61,842","63,774",0,0,"1,933",21001122801,Keilor,21001,Keilor,Melbourne - North West,Greater Melbourne
WA,57490,Rockingham,Blood and blood forming organs,0.43,0.42,0.38,0.37,"143,653","61,771","60,334","54,588","53,152","1,437","5,746","1,437",50705118601,Cooloongup,50705,Rockingham,Perth - South West,Greater Perth
WA,57490,Rockingham,Respiratory system,0.43,0.44,0.44,0.45,"143,653","61,771","63,207","63,207","64,644","1,437",0,"1,437",50705118601,Cooloongup,50705,Rockingham,Perth - South West,Greater Perth
NSW,15900,Newcastle,Genito urinary system and sex hormones,0.36,0.36,0.36,0.36,"171,528","61,750","61,750","61,750","61,750",0,0,0,11101120956,Glendale - Cardiff - Hillsborough,11101,Lake Macquarie - East,Newcastle and Lake Macquarie,Rest of NSW
NSW,15900,Newcastle,Sensory organs,0.36,0.37,0.37,0.37,"171,528","61,750","63,465","63,465","63,465","1,715",0,0,11101120956,Glendale - Cardiff - Hillsborough,11101,Lake Macquarie - East,Newcastle and Lake Macquarie,Rest of NSW
NSW,18050,Waverley,Antiinfectives for systemic use,0.89,0.87,0.74,0.77,"69,324","61,698","60,312","51,300","53,379","1,386","9,012","2,080",11801133901,Bondi - Tamarama - Bronte,11801,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney
VIC,22620,Greater Bendigo,Musculo-skeletal system,0.5,0.49,0.49,0.49,"122,647","61,324","60,097","60,097","60,097","1,226",0,0,20201101801,Bendigo,20201,Bendigo,Bendigo,Rest of Vic.
WA,54170,Joondalup,Sensory organs,0.37,0.37,0.37,0.37,"165,509","61,238","61,238","61,238","61,238",0,0,0,50501107001,Craigie - Beldon,50501,Joondalup,Perth - North West,Greater Perth
SA,41060,Charles Sturt,Musculo-skeletal system,0.49,0.49,0.49,0.5,"124,864","61,183","61,183","61,183","62,432",0,0,"1,249",40401109001,Beverley,40401,Charles Sturt,Adelaide - West,Greater Adelaide
NSW,18710,Yass Valley,Nervous system,3.52,3.38,3.34,3.28,"17,379","61,174","58,741","58,046","57,003","2,433",695,"1,043",10106154101,Yass,10106,Young - Yass,Capital Region,Rest of NSW
SA,45890,Port Adelaide Enfiel,Musculo-skeletal system,0.45,0.45,0.46,0.46,"135,806","61,113","61,113","62,471","62,471",0,"1,358",0,40203103601,Enfield - Blair Athol,40203,Port Adelaide - East,Adelaide - North,Greater Adelaide
WA,56730,Northam,Cardiovascular system,5.12,5.16,5.12,4.99,"11,934","61,102","61,579","61,102","59,551",477,477,"1,551",50902124301,Northam,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
VIC,25340,Mornington Peninsula,Antineoplastic and immunomodulating agents,0.36,0.31,0.32,0.25,"169,663","61,079","52,596","54,292","42,416","8,483","1,697","11,876",21402137701,Dromana,21402,Mornington Peninsula,Mornington Peninsula,Greater Melbourne
VIC,21110,Boroondara,Genito urinary system and sex hormones,0.36,0.34,0.34,0.31,"169,500","61,020","57,630","57,630","52,545","3,390",0,"5,085",20701114601,Ashburton (Vic.),20701,Boroondara,Melbourne - Inner East,Greater Melbourne
NSW,17550,Tweed,Sensory organs,0.62,0.61,0.59,0.57,"97,969","60,741","59,761","57,802","55,842",980,"1,959","1,959",11203125001,Kingscliff - Fingal Head,11203,Tweed Valley,Richmond - Tweed,Rest of NSW
NSW,13340,Greater Hume,Cardiovascular system,5.39,5.29,5.09,4.98,"11,267","60,729","59,602","57,349","56,110","1,127","2,253","1,239",10901117501,Albury Surrounds,10901,Albury,Murray,Rest of NSW
VIC,23270,Hume,Antineoplastic and immunomodulating agents,0.24,0.24,0.22,0.21,"252,987","60,717","60,717","55,657","53,127",0,"5,060","2,530",21001122805,Keilor,21001,Keilor,Melbourne - North West,Greater Melbourne
VIC,23270,Hume,Dermatologicals,0.24,0.24,0.24,0.25,"252,987","60,717","60,717","60,717","63,247",0,0,"2,530",21001122805,Keilor,21001,Keilor,Melbourne - North West,Greater Melbourne
VIC,23270,Hume,Genito urinary system and sex hormones,0.24,0.24,0.24,0.24,"252,987","60,717","60,717","60,717","60,717",0,0,0,21001122805,Keilor,21001,Keilor,Melbourne - North West,Greater Melbourne
QLD,33960,Ipswich,"Systemic hormonal preparations, excl. sex hormones and insulins",0.25,0.24,0.24,0.24,"242,653","60,663","58,237","58,237","58,237","2,427",0,0,31002128201,Rosewood,31002,Ipswich Hinterland,Ipswich,Greater Brisbane
QLD,36910,Toowoomba,"Systemic hormonal preparations, excl. sex hormones and insulins",0.34,0.32,0.29,0.27,"178,399","60,656","57,088","51,736","48,168","3,568","5,352","3,568",30702117901,Crows Nest - Rosalie,30702,Darling Downs - East,Darling Downs - Maranoa,Rest of Qld
WA,58050,Swan,Blood and blood forming organs,0.37,0.36,0.36,0.36,"163,817","60,612","58,974","58,974","58,974","1,638",0,0,50401104801,Noranda,50401,Bayswater - Bassendean,Perth - North East,Greater Perth
SA,47700,Tea Tree Gully,Blood and blood forming organs,0.59,0.58,0.58,0.57,"102,619","60,545","59,519","59,519","58,493","1,026",0,"1,026",40204104112,Para Hills,40204,Salisbury,Adelaide - North,Greater Adelaide
VIC,25710,Nillumbik,Antiinfectives for systemic use,0.96,0.94,0.75,0.72,"63,041","60,519","59,259","47,281","45,390","1,261","11,978","1,891",20903120901,Eltham,20903,Nillumbik - Kinglake,Melbourne - North East,Greater Melbourne
NT,72300,Litchfield,Cardiovascular system,2.62,2.54,2.37,2.33,"23,087","60,488","58,641","54,716","53,793","1,847","3,925",923,70102101203,Berrimah,70102,Darwin Suburbs,Darwin,Greater Darwin
NSW,15300,Moree Plains,Cardiovascular system,4.69,4.74,4.74,4.88,"12,869","60,356","60,999","60,999","62,801",643,0,"1,802",11003119501,Moree,11003,Moree - Narrabri,New England and North West,Rest of NSW
VIC,20570,Ballarat,Musculo-skeletal system,0.52,0.5,0.49,0.5,"115,951","60,295","57,976","56,816","57,976","2,319","1,160","1,160",20101100101,Alfredton,20101,Ballarat,Ballarat,Rest of Vic.
WA,58890,Halls Creek,Cardiovascular system,0.41,0.42,0.44,0.52,"4,110","1,685","1,726","1,808","2,137",41,82,329,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
NSW,17150,Sutherland,Genito urinary system and sex hormones,0.26,0.26,0.25,0.28,"231,839","60,278","60,278","57,960","64,915",0,"2,318","6,955",12703152435,Holsworthy - Wattle Grove,12703,Liverpool,Sydney - South West,Greater Sydney
QLD,34860,Maranoa,Cardiovascular system,4.6,4.53,4.43,4.48,"13,100","60,260","59,343","58,033","58,688",917,"1,310",655,30701117602,Roma,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
WA,55110,Mandurah,Sensory organs,0.63,0.6,0.59,0.56,"95,568","60,208","57,341","56,385","53,518","2,867",956,"2,867",50201102101,Dawesville - Bouvard,50201,Mandurah,Mandurah,Greater Perth
VIC,21890,Darebin,Sensory organs,0.4,0.44,0.41,0.4,"150,483","60,193","66,213","61,698","60,193","6,019","4,514","1,505",20602111001,Alphington - Fairfield,20602,Darebin - South,Melbourne - Inner,Greater Melbourne
NSW,17100,Strathfield,Alimentary tract and metabolism,1.3,1.27,1.22,1.2,"46,230","60,099","58,712","56,401","55,476","1,387","2,312",925,11902136212,Belmore - Belfield,11902,Canterbury,Sydney - Inner South West,Greater Sydney
WA,57080,Perth,Nervous system,1.97,1.92,1.91,1.78,"30,466","60,018","58,495","58,190","54,229","1,523",305,"3,961",50301103522,Nedlands - Dalkeith - Crawley,50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
WA,53990,Harvey,Alimentary tract and metabolism,1.99,1.91,1.82,1.75,"30,147","59,993","57,581","54,868","52,757","2,412","2,713","2,110",50102100502,Australind - Leschenault,50102,Bunbury,Bunbury,Rest of WA
QLD,34770,Mackay,Blood and blood forming organs,0.48,0.48,0.46,0.46,"124,963","59,982","59,982","57,483","57,483",0,"2,499",0,31202134201,Andergrove - Beaconsfield,31202,Mackay,Mackay - Isaac - Whitsunday,Rest of Qld
QLD,34770,Mackay,Musculo-skeletal system,0.48,0.48,0.49,0.52,"124,963","59,982","59,982","61,232","64,981",0,"1,250","3,749",31202134201,Andergrove - Beaconsfield,31202,Mackay,Mackay - Isaac - Whitsunday,Rest of Qld
NSW,14900,Liverpool,Dermatologicals,0.25,0.26,0.25,0.25,"239,755","59,939","62,336","59,939","59,939","2,398","2,398",0,12403146303,Mulgoa - Luddenham - Orchard Hills,12403,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney
VIC,24650,Melton,Blood and blood forming organs,0.31,0.28,0.25,0.25,"193,155","59,878","54,083","48,289","48,289","5,795","5,795",0,21304135801,Melton West,21304,Melton - Bacchus Marsh,Melbourne - West,Greater Melbourne
VIC,20660,Banyule,Respiratory system,0.47,0.5,0.47,0.47,"127,348","59,854","63,674","59,854","59,854","3,820","3,820",0,20901119601,Bundoora - East,20901,Banyule,Melbourne - North East,Greater Melbourne
VIC,23810,Latrobe (Vic.),Respiratory system,0.77,0.79,0.75,0.73,"77,668","59,804","61,358","58,251","56,698","1,553","3,107","1,553",20503109019,Leongatha,20503,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.
VIC,25620,Murrindindi,Nervous system,3.89,3.78,3.71,3.72,"15,348","59,704","58,015","56,941","57,095","1,688","1,074",153,20401105401,Alexandra,20401,Upper Goulburn Valley,Hume,Rest of Vic.
WA,58760,Wanneroo,Sensory organs,0.27,0.26,0.26,0.25,"221,064","59,687","57,477","57,477","55,266","2,211",0,"2,211",50501108326,Woodvale,50501,Joondalup,Perth - North West,Greater Perth
NSW,15950,North Sydney,Antiinfectives for systemic use,0.86,0.84,0.69,0.68,"69,341","59,633","58,246","47,845","47,152","1,387","10,401",693,12101140120,St Leonards - Naremburn,12101,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Greater Sydney
NSW,18020,Warrumbungle,Cardiovascular system,6.44,6.42,6.19,6.22,"9,246","59,544","59,359","57,233","57,510",185,"2,127",277,10303107404,Mudgee Surrounds - West,10303,Lithgow - Mudgee,Central West,Rest of NSW
SA,47700,Tea Tree Gully,Respiratory system,0.58,0.58,0.57,0.56,"102,619","59,519","59,519","58,493","57,467",0,"1,026","1,026",40204104112,Para Hills,40204,Salisbury,Adelaide - North,Greater Adelaide
VIC,20910,Bayside (Vic.),Blood and blood forming organs,0.58,0.57,0.57,0.51,"102,177","59,263","58,241","58,241","52,110","1,022",0,"6,131",20801116801,Beaumaris,20801,Bayside,Melbourne - Inner South,Greater Melbourne
SA,46670,Renmark Paringa,Cardiovascular system,5.9,5.91,5.64,5.4,"10,035","59,207","59,307","56,597","54,189",100,"2,709","2,408",40703116701,Renmark,40703,Murray and Mallee,South Australia - South East,Rest of SA
NSW,11300,Burwood,Nervous system,1.45,1.42,1.4,1.43,"40,832","59,206","57,981","57,165","58,390","1,225",817,"1,225",12003139301,Croydon Park - Enfield,12003,Strathfield - Burwood - Ashfield,Sydney - Inner West,Greater Sydney
NSW,16950,Shoalhaven,Musculo-skeletal system,0.54,0.55,0.56,0.55,"109,611","59,190","60,286","61,382","60,286","1,096","1,096","1,096",11401127201,Berry - Kangaroo Valley,11401,Shoalhaven,Southern Highlands and Shoalhaven,Rest of NSW
WA,50420,Bayswater,Antiinfectives for systemic use,0.82,0.85,0.78,0.77,"72,165","59,175","61,340","56,289","55,567","2,165","5,052",722,50302103914,Mount Lawley - Inglewood,50302,Perth City,Perth - Inner,Greater Perth
VIC,25060,Moonee Valley,Blood and blood forming organs,0.48,0.49,0.46,0.46,"123,038","59,058","60,289","56,597","56,597","1,230","3,691",0,20603111301,Ascot Vale,20603,Essendon,Melbourne - Inner,Greater Melbourne
VIC,25060,Moonee Valley,Sensory organs,0.48,0.48,0.47,0.47,"123,038","59,058","59,058","57,828","57,828",0,"1,230",0,20603111301,Ascot Vale,20603,Essendon,Melbourne - Inner,Greater Melbourne
NSW,14750,Leeton,Cardiovascular system,5.15,5.16,5.17,5.09,"11,454","58,988","59,103","59,217","58,301",115,115,916,11301125730,Griffith Surrounds,11301,Griffith - Murrumbidgee (West),Riverina,Rest of NSW
NSW,15050,Maitland,Respiratory system,0.63,0.65,0.63,0.62,"93,616","58,978","60,850","58,978","58,042","1,872","1,872",936,10602111401,Maitland,10602,Maitland,Hunter Valley exc Newcastle,Rest of NSW
SA,45340,Onkaparinga,Antineoplastic and immunomodulating agents,0.33,0.32,0.27,0.25,"178,550","58,922","57,136","48,209","44,638","1,786","8,928","3,571",40304107101,Aberfoyle Park,40304,Onkaparinga,Adelaide - South,Greater Adelaide
WA,58890,Halls Creek,Nervous system,0.41,0.37,0.42,0.48,"4,110","1,685","1,521","1,726","1,973",164,206,247,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
NSW,18500,Woollahra,Antiinfectives for systemic use,1.1,1.08,0.9,0.89,"53,505","58,856","57,785","48,155","47,619","1,070","9,631",535,11801134501,Paddington - Moore Park,11801,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney
WA,58890,Halls Creek,Alimentary tract and metabolism,0.25,0.22,0.27,0.29,"4,110","1,028",904,"1,110","1,192",123,206,82,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
NSW,14650,Lake Macquarie,"Systemic hormonal preparations, excl. sex hormones and insulins",0.27,0.27,0.26,0.25,"216,603","58,483","58,483","56,317","54,151",0,"2,166","2,166",10202105014,Lake Munmorah - Mannering Park,10202,Wyong,Central Coast,Greater Sydney
SA,48050,Victor Harbor,Alimentary tract and metabolism,3.49,3.33,3.22,3,"16,726","58,374","55,698","53,858","50,178","2,676","1,840","3,680",40701114802,Victor Harbor,40701,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
NSW,16550,Randwick,Blood and blood forming organs,0.43,0.43,0.43,0.43,"135,686","58,345","58,345","58,345","58,345",0,0,0,11701132401,Port Botany Industrial,11701,Botany,Sydney - City and Inner South,Greater Sydney
QLD,33960,Ipswich,Antineoplastic and immunomodulating agents,0.24,0.18,0.17,0.14,"242,653","58,237","43,678","41,251","33,971","14,559","2,427","7,280",31002128201,Rosewood,31002,Ipswich Hinterland,Ipswich,Greater Brisbane
VIC,20110,Alpine,Cardiovascular system,4.41,4.42,4.36,4.5,"13,187","58,155","58,287","57,495","59,342",132,791,"1,846",20403106901,Bright - Mount Beauty,20403,Wodonga - Alpine,Hume,Rest of Vic.
TAS,60610,Burnie,Alimentary tract and metabolism,2.84,2.69,2.58,2.51,"20,472","58,140","55,070","52,818","51,385","3,071","2,252","1,433",60401107501,Acton - Upper Burnie,60401,Burnie - Ulverstone,West and North West,Rest of Tas.
WA,58890,Halls Creek,Antiinfectives for systemic use,0.18,0.12,0.12,0.15,"4,110",740,493,493,617,247,0,123,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
VIC,25490,Moyne,Nervous system,3.32,3.27,3.19,3.19,"17,470","58,000","57,127","55,729","55,729",873,"1,398",0,21701142312,Southern Grampians,21701,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
WA,54170,Joondalup,Respiratory system,0.35,0.35,0.36,0.36,"165,509","57,928","57,928","59,583","59,583",0,"1,655",0,50501107001,Craigie - Beldon,50501,Joondalup,Perth - North West,Greater Perth
WA,58890,Halls Creek,Respiratory system,0.06,0.05,0.09,0.1,"4,110",247,206,370,411,41,164,41,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
WA,58890,Halls Creek,Musculo-skeletal system,0.03,0.01,0.07,0.04,"4,110",123,41,288,164,82,247,123,50903125013,Wagin,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
VIC,22410,Glenelg,Alimentary tract and metabolism,2.88,2.79,2.7,2.58,"20,041","57,718","55,914","54,111","51,706","1,804","1,804","2,405",21701142001,Glenelg (Vic.),21701,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
VIC,22310,Glen Eira,Sensory organs,0.38,0.38,0.37,0.37,"151,694","57,644","57,644","56,127","56,127",0,"1,517",0,20802117401,Bentleigh - McKinnon,20802,Glen Eira,Melbourne - Inner South,Greater Melbourne
NSW,14900,Liverpool,Antineoplastic and immunomodulating agents,0.24,0.18,0.15,0.14,"239,755","57,541","43,156","35,963","33,566","14,385","7,193","2,398",12403146303,Mulgoa - Luddenham - Orchard Hills,12403,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney
NSW,14900,Liverpool,Genito urinary system and sex hormones,0.24,0.22,0.22,0.23,"239,755","57,541","52,746","52,746","55,144","4,795",0,"2,398",12403146303,Mulgoa - Luddenham - Orchard Hills,12403,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney
NSW,14900,Liverpool,"Systemic hormonal preparations, excl. sex hormones and insulins",0.24,0.24,0.23,0.23,"239,755","57,541","57,541","55,144","55,144",0,"2,398",0,12403146303,Mulgoa - Luddenham - Orchard Hills,12403,Penrith,Sydney - Outer West and Blue Mountains,Greater Sydney
NSW,13010,Glen Innes Severn,Cardiovascular system,6.42,6.67,6.48,6.25,"8,945","57,427","59,663","57,964","55,906","2,236","1,700","2,057",11002119001,Glen Innes,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
SA,44340,Mitcham,Antiinfectives for systemic use,0.84,0.84,0.71,0.69,"68,363","57,425","57,425","48,538","47,170",0,"8,887","1,367",40303106501,Belair,40303,Mitcham,Adelaide - South,Greater Adelaide
NSW,16380,Port Macquarie-Hasti,Musculo-skeletal system,0.65,0.63,0.62,0.64,"88,311","57,402","55,636","54,753","56,519","1,766",883,"1,766",10804116201,Laurieton - Bonny Hills,10804,Port Macquarie,Mid North Coast,Rest of NSW
VIC,20660,Banyule,Sensory organs,0.45,0.46,0.45,0.45,"127,348","57,307","58,580","57,307","57,307","1,273","1,273",0,20901119601,Bundoora - East,20901,Banyule,Melbourne - North East,Greater Melbourne
SA,45340,Onkaparinga,"Systemic hormonal preparations, excl. sex hormones and insulins",0.32,0.32,0.26,0.26,"178,550","57,136","57,136","46,423","46,423",0,"10,713",0,40304107101,Aberfoyle Park,40304,Onkaparinga,Adelaide - South,Greater Adelaide
SA,41560,Copper Coast,Alimentary tract and metabolism,3.65,3.48,3.4,3.12,"15,648","57,115","54,455","53,203","48,822","2,660","1,252","4,381",40504112401,Kadina,40504,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
NSW,18350,Wingecarribee,Antiinfectives for systemic use,1.08,1.04,0.88,0.88,"52,795","57,019","54,907","46,460","46,460","2,112","8,447",0,10702113501,Illawarra Catchment Reserve,10702,Illawarra Catchment Reserve,Illawarra,Rest of NSW
VIC,27070,Whittlesea,Antineoplastic and immunomodulating agents,0.24,0.23,0.24,0.19,"236,966","56,872","54,502","56,872","45,024","2,370","2,370","11,848",20904121601,Bundoora - North,20904,Whittlesea - Wallan,Melbourne - North East,Greater Melbourne
